,suicide_country,suicide_year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($),Generation,WHR2018Chapter2OnlineData_country,WHR2018Chapter2OnlineData_year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate).1
1089,Canada,2013,male,75+ years,231,991048,23.31,1.84E+12,55310,Generation X,Canada,2013,7.593793869,10.65338516,0.936239362,71.79985046,0.9160138959999999,0.301622629,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368
1090,Canada,2013,male,55-74 years,812,3724622,21.8,1.84E+12,55310,Generation X,Canada,2013,7.593793869,10.65338516,0.936239362,71.79985046,0.9160138959999999,0.301622629,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368
1091,Canada,2013,male,25-34 years,439,2456335,17.87,1.84E+12,55310,Generation X,Canada,2013,7.593793869,10.65338516,0.936239362,71.79985046,0.9160138959999999,0.301622629,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368
1092,Canada,2013,male,15-24 years,300,2362807,12.7,1.84E+12,55310,Generation X,Canada,2013,7.593793869,10.65338516,0.936239362,71.79985046,0.9160138959999999,0.301622629,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368
1093,Canada,2013,female,35-54 years,400,5003771,7.99,1.84E+12,55310,Generation X,Canada,2013,7.593793869,10.65338516,0.936239362,71.79985046,0.9160138959999999,0.301622629,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368
1094,Canada,2013,female,55-74 years,255,3887315,6.56,1.84E+12,55310,Generation X,Canada,2013,7.593793869,10.65338516,0.936239362,71.79985046,0.9160138959999999,0.301622629,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368
1095,Canada,2013,female,15-24 years,138,2261173,6.1,1.84E+12,55310,Generation X,Canada,2013,7.593793869,10.65338516,0.936239362,71.79985046,0.9160138959999999,0.301622629,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368
1096,Canada,2013,female,25-34 years,135,2433660,5.55,1.84E+12,55310,Generation X,Canada,2013,7.593793869,10.65338516,0.936239362,71.79985046,0.9160138959999999,0.301622629,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368
1097,Canada,2013,female,75+ years,65,1410630,4.61,1.84E+12,55310,Generation X,Canada,2013,7.593793869,10.65338516,0.936239362,71.79985046,0.9160138959999999,0.301622629,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368
1098,Canada,2013,female,5-14 years,20,1823010,1.1,1.84E+12,55310,Generation X,Canada,2013,7.593793869,10.65338516,0.936239362,71.79985046,0.9160138959999999,0.301622629,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368
1099,Canada,2013,male,5-14 years,15,1927751,0.78,1.84E+12,55310,Generation X,Canada,2013,7.593793869,10.65338516,0.936239362,71.79985046,0.9160138959999999,0.301622629,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368
1100,Chile,2006,male,75+ years,82,210746,38.91,1.55E+11,10270,Silent,Chile,2006,6.062851906000001,9.792030334,0.835543633,68.06708527,0.7442919020000001,0.156343028,0.6336298579999999,0.8041359779999999,0.347656876,0.581012249,0.848233819,1.309390545,2.2131145,0.36502862,0.491571429
1101,Chile,2006,male,35-54 years,597,2214294,26.96,1.55E+11,10270,Boomers,Chile,2006,6.062851906000001,9.792030334,0.835543633,68.06708527,0.7442919020000001,0.156343028,0.6336298579999999,0.8041359779999999,0.347656876,0.581012249,0.848233819,1.309390545,2.2131145,0.36502862,0.491571429
1102,Chile,2006,male,55-74 years,256,993366,25.77,1.55E+11,10270,Silent,Chile,2006,6.062851906000001,9.792030334,0.835543633,68.06708527,0.7442919020000001,0.156343028,0.6336298579999999,0.8041359779999999,0.347656876,0.581012249,0.848233819,1.309390545,2.2131145,0.36502862,0.491571429
1103,Chile,2006,male,25-34 years,287,1244997,23.05,1.55E+11,10270,Generation X,Chile,2006,6.062851906000001,9.792030334,0.835543633,68.06708527,0.7442919020000001,0.156343028,0.6336298579999999,0.8041359779999999,0.347656876,0.581012249,0.848233819,1.309390545,2.2131145,0.36502862,0.491571429
1104,Chile,2006,male,15-24 years,256,1407202,18.19,1.55E+11,10270,Millenials,Chile,2006,6.062851906000001,9.792030334,0.835543633,68.06708527,0.7442919020000001,0.156343028,0.6336298579999999,0.8041359779999999,0.347656876,0.581012249,0.848233819,1.309390545,2.2131145,0.36502862,0.491571429
1105,Chile,2006,female,35-54 years,127,2239649,5.67,1.55E+11,10270,Boomers,Chile,2006,6.062851906000001,9.792030334,0.835543633,68.06708527,0.7442919020000001,0.156343028,0.6336298579999999,0.8041359779999999,0.347656876,0.581012249,0.848233819,1.309390545,2.2131145,0.36502862,0.491571429
1106,Chile,2006,female,15-24 years,74,1361962,5.43,1.55E+11,10270,Millenials,Chile,2006,6.062851906000001,9.792030334,0.835543633,68.06708527,0.7442919020000001,0.156343028,0.6336298579999999,0.8041359779999999,0.347656876,0.581012249,0.848233819,1.309390545,2.2131145,0.36502862,0.491571429
1107,Chile,2006,female,25-34 years,49,1223765,4.0,1.55E+11,10270,Generation X,Chile,2006,6.062851906000001,9.792030334,0.835543633,68.06708527,0.7442919020000001,0.156343028,0.6336298579999999,0.8041359779999999,0.347656876,0.581012249,0.848233819,1.309390545,2.2131145,0.36502862,0.491571429
1108,Chile,2006,female,55-74 years,33,1136080,2.9,1.55E+11,10270,Silent,Chile,2006,6.062851906000001,9.792030334,0.835543633,68.06708527,0.7442919020000001,0.156343028,0.6336298579999999,0.8041359779999999,0.347656876,0.581012249,0.848233819,1.309390545,2.2131145,0.36502862,0.491571429
1109,Chile,2006,female,75+ years,8,352617,2.27,1.55E+11,10270,Silent,Chile,2006,6.062851906000001,9.792030334,0.835543633,68.06708527,0.7442919020000001,0.156343028,0.6336298579999999,0.8041359779999999,0.347656876,0.581012249,0.848233819,1.309390545,2.2131145,0.36502862,0.491571429
1110,Chile,2006,male,5-14 years,20,1367172,1.46,1.55E+11,10270,Millenials,Chile,2006,6.062851906000001,9.792030334,0.835543633,68.06708527,0.7442919020000001,0.156343028,0.6336298579999999,0.8041359779999999,0.347656876,0.581012249,0.848233819,1.309390545,2.2131145,0.36502862,0.491571429
1111,Chile,2006,female,5-14 years,6,1319746,0.45,1.55E+11,10270,Millenials,Chile,2006,6.062851906000001,9.792030334,0.835543633,68.06708527,0.7442919020000001,0.156343028,0.6336298579999999,0.8041359779999999,0.347656876,0.581012249,0.848233819,1.309390545,2.2131145,0.36502862,0.491571429
1112,Chile,2007,male,75+ years,63,219367,28.72,1.74E+11,11387,Silent,Chile,2007,5.697929858999999,9.829441071,0.814620972,68.18262482,0.66190511,0.23163278399999998,0.722670555,0.766978681,0.34226191,0.42642054,0.7560186390000001,1.3665217159999998,2.168888569,0.38064500700000004,0.491571429
1113,Chile,2007,male,55-74 years,270,1031049,26.19,1.74E+11,11387,Silent,Chile,2007,5.697929858999999,9.829441071,0.814620972,68.18262482,0.66190511,0.23163278399999998,0.722670555,0.766978681,0.34226191,0.42642054,0.7560186390000001,1.3665217159999998,2.168888569,0.38064500700000004,0.491571429
1114,Chile,2007,male,25-34 years,310,1251058,24.78,1.74E+11,11387,Generation X,Chile,2007,5.697929858999999,9.829441071,0.814620972,68.18262482,0.66190511,0.23163278399999998,0.722670555,0.766978681,0.34226191,0.42642054,0.7560186390000001,1.3665217159999998,2.168888569,0.38064500700000004,0.491571429
1115,Chile,2007,male,35-54 years,532,2247973,23.67,1.74E+11,11387,Boomers,Chile,2007,5.697929858999999,9.829441071,0.814620972,68.18262482,0.66190511,0.23163278399999998,0.722670555,0.766978681,0.34226191,0.42642054,0.7560186390000001,1.3665217159999998,2.168888569,0.38064500700000004,0.491571429
1116,Chile,2007,male,15-24 years,302,1422332,21.23,1.74E+11,11387,Millenials,Chile,2007,5.697929858999999,9.829441071,0.814620972,68.18262482,0.66190511,0.23163278399999998,0.722670555,0.766978681,0.34226191,0.42642054,0.7560186390000001,1.3665217159999998,2.168888569,0.38064500700000004,0.491571429
1117,Chile,2007,female,15-24 years,90,1375294,6.54,1.74E+11,11387,Millenials,Chile,2007,5.697929858999999,9.829441071,0.814620972,68.18262482,0.66190511,0.23163278399999998,0.722670555,0.766978681,0.34226191,0.42642054,0.7560186390000001,1.3665217159999998,2.168888569,0.38064500700000004,0.491571429
1118,Chile,2007,female,25-34 years,74,1227488,6.03,1.74E+11,11387,Generation X,Chile,2007,5.697929858999999,9.829441071,0.814620972,68.18262482,0.66190511,0.23163278399999998,0.722670555,0.766978681,0.34226191,0.42642054,0.7560186390000001,1.3665217159999998,2.168888569,0.38064500700000004,0.491571429
1119,Chile,2007,female,35-54 years,128,2272322,5.63,1.74E+11,11387,Boomers,Chile,2007,5.697929858999999,9.829441071,0.814620972,68.18262482,0.66190511,0.23163278399999998,0.722670555,0.766978681,0.34226191,0.42642054,0.7560186390000001,1.3665217159999998,2.168888569,0.38064500700000004,0.491571429
1120,Chile,2007,female,55-74 years,42,1174419,3.58,1.74E+11,11387,Silent,Chile,2007,5.697929858999999,9.829441071,0.814620972,68.18262482,0.66190511,0.23163278399999998,0.722670555,0.766978681,0.34226191,0.42642054,0.7560186390000001,1.3665217159999998,2.168888569,0.38064500700000004,0.491571429
1121,Chile,2007,female,75+ years,9,365832,2.46,1.74E+11,11387,Silent,Chile,2007,5.697929858999999,9.829441071,0.814620972,68.18262482,0.66190511,0.23163278399999998,0.722670555,0.766978681,0.34226191,0.42642054,0.7560186390000001,1.3665217159999998,2.168888569,0.38064500700000004,0.491571429
1122,Chile,2007,male,5-14 years,19,1352835,1.4,1.74E+11,11387,Generation Z,Chile,2007,5.697929858999999,9.829441071,0.814620972,68.18262482,0.66190511,0.23163278399999998,0.722670555,0.766978681,0.34226191,0.42642054,0.7560186390000001,1.3665217159999998,2.168888569,0.38064500700000004,0.491571429
1123,Chile,2007,female,5-14 years,9,1305466,0.69,1.74E+11,11387,Generation Z,Chile,2007,5.697929858999999,9.829441071,0.814620972,68.18262482,0.66190511,0.23163278399999998,0.722670555,0.766978681,0.34226191,0.42642054,0.7560186390000001,1.3665217159999998,2.168888569,0.38064500700000004,0.491571429
1124,Chile,2008,male,75+ years,74,227419,32.54,1.80E+11,11653,Silent,Chile,2008,5.789438725,9.85385704,0.8037585620000001,68.29376984,0.640201688,0.071387805,0.7406673429999999,0.756524146,0.32970321199999997,0.405252457,0.7233493329999999,1.3442342280000001,2.392784357,0.413301617,0.491571429
1125,Chile,2008,male,25-34 years,346,1260323,27.45,1.80E+11,11653,Generation X,Chile,2008,5.789438725,9.85385704,0.8037585620000001,68.29376984,0.640201688,0.071387805,0.7406673429999999,0.756524146,0.32970321199999997,0.405252457,0.7233493329999999,1.3442342280000001,2.392784357,0.413301617,0.491571429
1126,Chile,2008,male,55-74 years,294,1072247,27.42,1.80E+11,11653,Silent,Chile,2008,5.789438725,9.85385704,0.8037585620000001,68.29376984,0.640201688,0.071387805,0.7406673429999999,0.756524146,0.32970321199999997,0.405252457,0.7233493329999999,1.3442342280000001,2.392784357,0.413301617,0.491571429
1127,Chile,2008,male,35-54 years,616,2277546,27.05,1.80E+11,11653,Boomers,Chile,2008,5.789438725,9.85385704,0.8037585620000001,68.29376984,0.640201688,0.071387805,0.7406673429999999,0.756524146,0.32970321199999997,0.405252457,0.7233493329999999,1.3442342280000001,2.392784357,0.413301617,0.491571429
1128,Chile,2008,male,15-24 years,330,1433674,23.02,1.80E+11,11653,Millenials,Chile,2008,5.789438725,9.85385704,0.8037585620000001,68.29376984,0.640201688,0.071387805,0.7406673429999999,0.756524146,0.32970321199999997,0.405252457,0.7233493329999999,1.3442342280000001,2.392784357,0.413301617,0.491571429
1129,Chile,2008,female,15-24 years,110,1384953,7.94,1.80E+11,11653,Millenials,Chile,2008,5.789438725,9.85385704,0.8037585620000001,68.29376984,0.640201688,0.071387805,0.7406673429999999,0.756524146,0.32970321199999997,0.405252457,0.7233493329999999,1.3442342280000001,2.392784357,0.413301617,0.491571429
1130,Chile,2008,female,25-34 years,79,1234171,6.4,1.80E+11,11653,Generation X,Chile,2008,5.789438725,9.85385704,0.8037585620000001,68.29376984,0.640201688,0.071387805,0.7406673429999999,0.756524146,0.32970321199999997,0.405252457,0.7233493329999999,1.3442342280000001,2.392784357,0.413301617,0.491571429
1131,Chile,2008,female,35-54 years,135,2300364,5.87,1.80E+11,11653,Boomers,Chile,2008,5.789438725,9.85385704,0.8037585620000001,68.29376984,0.640201688,0.071387805,0.7406673429999999,0.756524146,0.32970321199999997,0.405252457,0.7233493329999999,1.3442342280000001,2.392784357,0.413301617,0.491571429
1132,Chile,2008,female,55-74 years,64,1216310,5.26,1.80E+11,11653,Silent,Chile,2008,5.789438725,9.85385704,0.8037585620000001,68.29376984,0.640201688,0.071387805,0.7406673429999999,0.756524146,0.32970321199999997,0.405252457,0.7233493329999999,1.3442342280000001,2.392784357,0.413301617,0.491571429
1133,Chile,2008,female,75+ years,10,378855,2.64,1.80E+11,11653,Silent,Chile,2008,5.789438725,9.85385704,0.8037585620000001,68.29376984,0.640201688,0.071387805,0.7406673429999999,0.756524146,0.32970321199999997,0.405252457,0.7233493329999999,1.3442342280000001,2.392784357,0.413301617,0.491571429
1134,Chile,2008,female,5-14 years,16,1291313,1.24,1.80E+11,11653,Generation Z,Chile,2008,5.789438725,9.85385704,0.8037585620000001,68.29376984,0.640201688,0.071387805,0.7406673429999999,0.756524146,0.32970321199999997,0.405252457,0.7233493329999999,1.3442342280000001,2.392784357,0.413301617,0.491571429
1135,Chile,2008,male,5-14 years,14,1338486,1.05,1.80E+11,11653,Generation Z,Chile,2008,5.789438725,9.85385704,0.8037585620000001,68.29376984,0.640201688,0.071387805,0.7406673429999999,0.756524146,0.32970321199999997,0.405252457,0.7233493329999999,1.3442342280000001,2.392784357,0.413301617,0.491571429
1136,Chile,2009,male,75+ years,88,234780,37.48,1.72E+11,11062,Silent,Chile,2009,6.493686199,9.828087807000001,0.8315818309999999,68.40444946,0.746614039,0.136871696,0.734211445,0.808313727,0.299891174,0.575284302,0.810039222,1.346737504,2.214201212,0.34097755,0.491571429
1137,Chile,2009,male,25-34 years,362,1273220,28.43,1.72E+11,11062,Generation X,Chile,2009,6.493686199,9.828087807000001,0.8315818309999999,68.40444946,0.746614039,0.136871696,0.734211445,0.808313727,0.299891174,0.575284302,0.810039222,1.346737504,2.214201212,0.34097755,0.491571429
1138,Chile,2009,male,55-74 years,316,1116278,28.31,1.72E+11,11062,Silent,Chile,2009,6.493686199,9.828087807000001,0.8315818309999999,68.40444946,0.746614039,0.136871696,0.734211445,0.808313727,0.299891174,0.575284302,0.810039222,1.346737504,2.214201212,0.34097755,0.491571429
1139,Chile,2009,male,35-54 years,613,2304506,26.6,1.72E+11,11062,Boomers,Chile,2009,6.493686199,9.828087807000001,0.8315818309999999,68.40444946,0.746614039,0.136871696,0.734211445,0.808313727,0.299891174,0.575284302,0.810039222,1.346737504,2.214201212,0.34097755,0.491571429
1140,Chile,2009,male,15-24 years,330,1440637,22.91,1.72E+11,11062,Millenials,Chile,2009,6.493686199,9.828087807000001,0.8315818309999999,68.40444946,0.746614039,0.136871696,0.734211445,0.808313727,0.299891174,0.575284302,0.810039222,1.346737504,2.214201212,0.34097755,0.491571429
1141,Chile,2009,female,15-24 years,102,1390368,7.34,1.72E+11,11062,Millenials,Chile,2009,6.493686199,9.828087807000001,0.8315818309999999,68.40444946,0.746614039,0.136871696,0.734211445,0.808313727,0.299891174,0.575284302,0.810039222,1.346737504,2.214201212,0.34097755,0.491571429
1142,Chile,2009,female,25-34 years,85,1244249,6.83,1.72E+11,11062,Generation X,Chile,2009,6.493686199,9.828087807000001,0.8315818309999999,68.40444946,0.746614039,0.136871696,0.734211445,0.808313727,0.299891174,0.575284302,0.810039222,1.346737504,2.214201212,0.34097755,0.491571429
1143,Chile,2009,female,35-54 years,155,2325328,6.67,1.72E+11,11062,Boomers,Chile,2009,6.493686199,9.828087807000001,0.8315818309999999,68.40444946,0.746614039,0.136871696,0.734211445,0.808313727,0.299891174,0.575284302,0.810039222,1.346737504,2.214201212,0.34097755,0.491571429
1144,Chile,2009,female,55-74 years,59,1260914,4.68,1.72E+11,11062,Silent,Chile,2009,6.493686199,9.828087807000001,0.8315818309999999,68.40444946,0.746614039,0.136871696,0.734211445,0.808313727,0.299891174,0.575284302,0.810039222,1.346737504,2.214201212,0.34097755,0.491571429
1145,Chile,2009,female,75+ years,12,391659,3.06,1.72E+11,11062,Silent,Chile,2009,6.493686199,9.828087807000001,0.8315818309999999,68.40444946,0.746614039,0.136871696,0.734211445,0.808313727,0.299891174,0.575284302,0.810039222,1.346737504,2.214201212,0.34097755,0.491571429
1146,Chile,2009,male,5-14 years,15,1324547,1.13,1.72E+11,11062,Generation Z,Chile,2009,6.493686199,9.828087807000001,0.8315818309999999,68.40444946,0.746614039,0.136871696,0.734211445,0.808313727,0.299891174,0.575284302,0.810039222,1.346737504,2.214201212,0.34097755,0.491571429
1147,Chile,2009,female,5-14 years,11,1277663,0.86,1.72E+11,11062,Generation Z,Chile,2009,6.493686199,9.828087807000001,0.8315818309999999,68.40444946,0.746614039,0.136871696,0.734211445,0.808313727,0.299891174,0.575284302,0.810039222,1.346737504,2.214201212,0.34097755,0.491571429
1148,Chile,2010,male,75+ years,98,241464,40.59,2.19E+11,13874,Silent,Chile,2010,6.63565588,9.875193596,0.85695523,68.52030945,0.7863674759999999,0.09515781699999999,0.701824725,0.8091729879999999,0.300116688,0.478705615,0.887606621,1.385960937,2.18349123,0.329054326,0.491571429
1149,Chile,2010,male,35-54 years,607,2329802,26.05,2.19E+11,13874,Generation X,Chile,2010,6.63565588,9.875193596,0.85695523,68.52030945,0.7863674759999999,0.09515781699999999,0.701824725,0.8091729879999999,0.300116688,0.478705615,0.887606621,1.385960937,2.18349123,0.329054326,0.491571429
1150,Chile,2010,male,25-34 years,307,1289792,23.8,2.19E+11,13874,Generation X,Chile,2010,6.63565588,9.875193596,0.85695523,68.52030945,0.7863674759999999,0.09515781699999999,0.701824725,0.8091729879999999,0.300116688,0.478705615,0.887606621,1.385960937,2.18349123,0.329054326,0.491571429
1151,Chile,2010,male,55-74 years,273,1162662,23.48,2.19E+11,13874,Silent,Chile,2010,6.63565588,9.875193596,0.85695523,68.52030945,0.7863674759999999,0.09515781699999999,0.701824725,0.8091729879999999,0.300116688,0.478705615,0.887606621,1.385960937,2.18349123,0.329054326,0.491571429
1152,Chile,2010,male,15-24 years,315,1442868,21.83,2.19E+11,13874,Millenials,Chile,2010,6.63565588,9.875193596,0.85695523,68.52030945,0.7863674759999999,0.09515781699999999,0.701824725,0.8091729879999999,0.300116688,0.478705615,0.887606621,1.385960937,2.18349123,0.329054326,0.491571429
